Datetime,Water Level (m)
1952-05-05,181.4320068359375
1952-05-06,181.43800354003903
1952-05-07,181.44400024414065
1952-05-08,181.4499969482422
1952-05-09,181.46299743652344
1952-05-10,181.468994140625
1952-05-11,181.4750061035156
1952-05-12,181.47799682617188
1952-05-13,181.4810028076172
1952-05-14,181.4750061035156
1952-05-15,181.4750061035156
1952-05-16,181.4929962158203
1952-05-17,181.4929962158203
1952-05-18,181.4929962158203
1952-05-19,181.4929962158203
1952-05-20,181.4960021972656
1952-05-21,181.4960021972656
1952-05-22,181.5019989013672
1952-05-23,181.5019989013672
1952-05-24,181.5019989013672
1952-05-25,181.5019989013672
1952-05-26,181.5019989013672
1952-05-27,181.50799560546875
1952-05-28,181.50799560546875
1952-05-29,181.50799560546875
1952-05-30,181.52099609375
1952-05-31,181.5330047607422
1952-06-01,181.5449981689453
1952-06-02,181.5570068359375
1952-06-03,181.56900024414065
1952-06-04,181.5850067138672
1952-06-05,181.6000061035156
1952-06-06,181.6000061035156
1952-06-07,181.60899353027344
1952-06-08,181.62399291992188
1952-06-09,181.64599609375
1952-06-10,181.66700744628903
1952-06-11,181.67599487304688
1952-06-12,181.6790008544922
1952-06-13,181.6849975585937
1952-06-14,181.697006225586
1952-06-15,181.7100067138672
1952-06-16,181.7220001220703
1952-06-17,181.73699951171875
1952-06-18,181.74899291992188
1952-06-19,181.7640075683593
1952-06-20,181.7769927978516
1952-06-21,181.8249969482422
1952-06-22,181.8350067138672
1952-06-23,181.8470001220703
1952-06-24,181.8679962158203
1952-06-25,181.87399291992188
1952-06-26,181.8800048828125
1952-06-27,181.90499877929688
1952-06-28,181.91099548339844
1952-06-29,181.91700744628903
1952-06-30,181.9349975585937
1952-07-01,181.9600067138672
1952-07-02,181.968994140625
1952-07-03,181.97799682617188
1952-07-04,181.98699951171875
1952-07-05,181.9960021972656
1952-07-06,181.99899291992188
1952-07-07,182.0019989013672
1952-07-08,182.00799560546875
1952-07-09,182.0269927978516
1952-07-10,182.0390014648437
1952-07-11,182.06300354003903
1952-07-12,182.0659942626953
1952-07-13,182.0809936523437
1952-07-14,182.093994140625
1952-07-15,182.1000061035156
1952-07-16,182.11199951171875
1952-07-17,182.12399291992188
1952-07-18,182.1300048828125
1952-07-19,182.15499877929688
1952-07-20,182.1640014648437
1952-07-21,182.1820068359375
1952-07-22,182.2030029296875
1952-07-23,182.2220001220703
1952-07-24,182.2400054931641
1952-07-25,182.2550048828125
1952-07-26,182.2700042724609
1952-07-27,182.3070068359375
1952-07-28,182.31300354003903
1952-07-29,182.31900024414065
1952-07-30,182.31900024414065
1952-07-31,182.3249969482422
1952-08-01,182.3249969482422
1952-08-02,182.36199951171875
1952-08-03,182.36199951171875
1952-08-04,182.36199951171875
1952-08-05,182.3679962158203
1952-08-06,182.3679962158203
1952-08-07,182.3800048828125
1952-08-08,182.3860015869141
1952-08-09,182.4010009765625
1952-08-10,182.40499877929688
1952-08-11,182.41700744628903
1952-08-12,182.4349975585937
1952-08-13,182.47799682617188
1952-08-14,182.5019989013672
1952-08-15,182.5330047607422
1952-08-16,182.5570068359375
1952-08-17,182.5570068359375
1952-08-18,182.5749969482422
1952-08-19,182.5870056152344
1952-08-20,182.6000061035156
1952-08-21,182.6060028076172
1952-08-22,182.61199951171875
1952-08-23,182.6179962158203
1952-08-24,182.6179962158203
1952-08-25,182.62399291992188
1952-08-26,182.62399291992188
1952-08-27,182.62399291992188
1952-08-28,182.62399291992188
1952-08-29,182.62399291992188
1952-08-30,182.6419982910156
1952-08-31,182.6479949951172
1952-09-01,182.66099548339844
1952-09-02,182.66700744628903
1952-09-03,182.6790008544922
1952-09-04,182.6849975585937
1952-09-05,182.697006225586
1952-09-06,182.70899963378903
1952-09-07,182.71499633789065
1952-09-08,182.71499633789065
1952-09-09,182.71499633789065
1952-09-10,182.70899963378903
1952-09-11,182.70899963378903
1952-09-12,182.71499633789065
1952-09-13,182.71499633789065
1952-09-14,182.7220001220703
1952-09-15,182.72799682617188
1952-09-16,182.73399353027344
1952-09-17,182.7400054931641
1952-09-18,182.7400054931641
1952-09-19,182.73399353027344
1952-09-20,182.72799682617188
1952-09-21,182.7220001220703
1952-09-22,182.7220001220703
1952-09-23,182.71499633789065
1952-09-24,182.7220001220703
1952-09-25,182.71499633789065
1952-09-26,182.71499633789065
1952-09-27,182.71499633789065
1952-09-28,182.71499633789065
1952-09-29,182.71499633789065
1952-09-30,182.71499633789065
1952-10-01,182.6999969482422
1952-10-02,182.6999969482422
1952-10-03,182.69400024414065
1952-10-04,182.69400024414065
1952-10-05,182.69400024414065
1952-10-06,182.6849975585937
1952-10-07,182.6909942626953
1952-10-08,182.7030029296875
1952-10-09,182.70899963378903
1952-10-10,182.71499633789065
1952-10-11,182.6999969482422
1952-10-12,182.6999969482422
1952-10-13,182.69400024414065
1952-10-14,182.69400024414065
1952-10-15,182.69400024414065
1952-10-16,182.67300415039065
1952-10-17,182.67300415039065
1952-10-18,182.66700744628903
1952-10-19,182.66700744628903
1952-10-20,182.66099548339844
1952-10-21,182.6390075683593
1952-10-22,182.6269989013672
1952-10-23,182.6269989013672
1952-10-24,182.6210021972656
1952-10-25,182.6210021972656
1952-10-26,182.6150054931641
1952-10-27,182.6150054931641
1952-10-28,182.60899353027344
1952-10-29,182.60299682617188
1952-10-30,182.5970001220703
1952-10-31,182.58999633789065
1952-11-01,182.58999633789065
1952-11-02,182.58399963378903
1952-11-03,182.5780029296875
1952-11-04,182.572006225586
1952-11-05,182.572006225586
1952-11-06,182.5659942626953
1952-11-07,182.5599975585937
1952-11-08,182.54800415039065
1952-11-09,182.54200744628903
1952-11-10,182.53599548339844
1952-11-11,182.5290069580078
1952-11-12,182.5229949951172
1952-11-13,182.5169982910156
1952-11-14,182.5169982910156
1952-11-15,182.5050048828125
1952-11-16,182.5050048828125
1952-11-17,182.49899291992188
1952-11-18,182.4929962158203
1952-11-19,182.4929962158203
1952-11-20,182.48699951171875
1952-11-21,182.48699951171875
1952-11-22,182.4810028076172
1952-11-23,182.4810028076172
1952-11-24,182.4750061035156
1952-11-25,182.4750061035156
1952-11-26,182.468994140625
1952-11-27,182.468994140625
1952-11-28,182.4620056152344
1952-11-29,182.4620056152344
1952-11-30,182.4559936523437
1952-12-01,182.4559936523437
1952-12-02,182.4620056152344
1952-12-03,182.468994140625
1952-12-04,182.468994140625
1952-12-05,182.4620056152344
1952-12-06,182.4620056152344
1952-12-07,182.4620056152344
1952-12-08,182.4620056152344
1952-12-09,182.4559936523437
1952-12-10,182.4559936523437
1952-12-11,182.4559936523437
1952-12-12,182.4559936523437
