Datetime,Water Level (m)
2013-04-30,5.290999889373778
2013-05-01,5.265999794006348
2013-05-02,5.291999816894531
2013-05-03,5.3959999084472665
2013-05-04,5.486000061035156
2013-05-05,5.567999839782715
2013-05-06,5.677000045776367
2013-05-07,5.763000011444093
2013-05-08,
2013-05-09,
2013-05-10,
2013-05-11,
2013-05-12,
2013-05-13,
2013-05-14,
2013-05-15,
2013-05-16,
2013-05-17,
2013-05-18,
2013-05-19,
2013-05-20,
2013-05-21,
2013-05-22,5.584000110626222
2013-05-23,5.552000045776367
2013-05-24,5.499000072479248
2013-05-25,5.473999977111816
2013-05-26,5.459000110626222
2013-05-27,5.458000183105469
2013-05-28,5.460999965667725
2013-05-29,5.4720001220703125
2013-05-30,5.498000144958496
2013-05-31,5.453999996185303
2013-06-01,5.434000015258789
2013-06-02,5.458000183105469
2013-06-03,5.4710001945495605
2013-06-04,5.449999809265137
2013-06-05,5.432000160217285
2013-06-06,5.431000232696533
2013-06-07,
2013-06-08,
2013-06-09,
2013-06-10,
2013-06-11,
2013-06-12,
2013-06-13,
2013-06-14,
2013-06-15,
2013-06-16,
2013-06-17,
2013-06-18,
2013-06-19,
2013-06-20,
2013-06-21,
2013-06-22,
2013-06-23,
2013-06-24,
2013-06-25,
2013-06-26,
2013-06-27,
2013-06-28,
2013-06-29,
2013-06-30,
2013-07-01,
2013-07-02,
2013-07-03,
2013-07-04,
2013-07-05,
2013-07-06,
2013-07-07,
2013-07-08,
2013-07-09,
2013-07-10,
2013-07-11,
2013-07-12,
2013-07-13,
2013-07-14,
2013-07-15,
2013-07-16,
2013-07-17,
2013-07-18,
2013-07-19,
2013-07-20,
2013-07-21,
2013-07-22,
2013-07-23,
2013-07-24,
2013-07-25,
2013-07-26,
2013-07-27,
2013-07-28,
2013-07-29,
2013-07-30,
2013-07-31,
2013-08-01,
2013-08-02,
2013-08-03,
2013-08-04,
2013-08-05,
2013-08-06,
2013-08-07,
2013-08-08,
2013-08-09,
2013-08-10,
2013-08-11,
2013-08-12,
2013-08-13,
2013-08-14,4.9730000495910645
2013-08-15,4.974999904632568
2013-08-16,4.998000144958496
2013-08-17,4.9790000915527335
2013-08-18,4.9670000076293945
2013-08-19,4.960999965667725
2013-08-20,4.956999778747559
2013-08-21,4.953000068664551
2013-08-22,4.947999954223633
2013-08-23,4.949999809265137
2013-08-24,4.959000110626222
2013-08-25,4.960999965667725
2013-08-26,4.965000152587892
2013-08-27,4.999000072479248
2013-08-28,4.992000102996826
2013-08-29,5.0329999923706055
2013-08-30,5.044000148773193
2013-08-31,4.998000144958496
2013-09-01,4.974999904632568
2013-09-02,4.960000038146973
2013-09-03,4.953000068664551
2013-09-04,4.955999851226807
2013-09-05,4.960000038146973
2013-09-06,5.051000118255615
2013-09-07,5.056000232696533
2013-09-08,5.014999866485597
2013-09-09,4.991000175476074
2013-09-10,4.973999977111816
2013-09-11,4.960999965667725
2013-09-12,4.952000141143799
2013-09-13,4.945000171661377
2013-09-14,4.939000129699707
2013-09-15,4.934000015258789
2013-09-16,5.043000221252441
2013-09-17,5.0209999084472665
2013-09-18,5.046999931335449
2013-09-19,5.019000053405762
2013-09-20,4.98799991607666
2013-09-21,4.9780001640319815
2013-09-22,4.980999946594238
2013-09-23,5.004000186920166
2013-09-24,5.037000179290772
2013-09-25,5.004000186920166
2013-09-26,4.99399995803833
2013-09-27,5.005000114440918
2013-09-28,5.025000095367432
2013-09-29,5.10099983215332
2013-09-30,5.074999809265137
2013-10-01,5.071000099182129
2013-10-02,5.051000118255615
2013-10-03,5.041999816894531
2013-10-04,5.019999980926514
2013-10-05,5.00600004196167
2013-10-06,5.005000114440918
2013-10-07,4.998000144958496
2013-10-08,4.999000072479248
2013-10-09,4.999000072479248
2013-10-10,5.001999855041504
2013-10-11,4.991000175476074
2013-10-12,4.989999771118164
2013-10-13,4.988999843597412
2013-10-14,4.9780001640319815
2013-10-15,4.977000236511231
2013-10-16,4.982999801635742
2013-10-17,4.986999988555908
2013-10-18,4.97599983215332
2013-10-19,4.9710001945495605
2013-10-20,4.968999862670898
2013-10-21,4.9670000076293945
2013-10-22,4.964000225067139
2013-10-23,4.959000110626222
2013-10-24,4.955999851226807
2013-10-25,4.951000213623047
2013-10-26,4.946000099182129
2013-10-27,4.959000110626222
2013-10-28,4.966000080108644
2013-10-29,4.922999858856201
2013-10-30,4.964000225067139
2013-10-31,4.964000225067139
2013-11-01,4.960000038146973
2013-11-02,4.9730000495910645
2013-11-03,4.966000080108644
2013-11-04,4.949999809265137
2013-11-05,4.929999828338623
2013-11-06,4.9670000076293945
2013-11-07,4.958000183105469
2013-11-08,4.954999923706055
2013-11-09,4.934999942779541
2013-11-10,4.958000183105469
2013-11-11,4.948999881744385
2013-11-12,4.947999954223633
2013-11-13,4.968999862670898
2013-11-14,4.968999862670898
2013-11-15,4.953999996185303
2013-11-16,4.955999851226807
2013-11-17,4.960000038146973
2013-11-18,4.954999923706055
2013-11-19,4.960000038146973
2013-11-20,4.85699987411499
2013-11-21,4.98199987411499
2013-11-22,5.119999885559082
2013-11-23,5.177999973297119
2013-11-24,5.195000171661377
2013-11-25,5.072999954223633
2013-11-26,5.007999897003174
2013-11-27,4.980000019073486
2013-11-28,4.966000080108644
2013-11-29,4.964000225067139
2013-11-30,4.96999979019165
2013-12-01,4.968999862670898
2013-12-02,4.941999912261963
2013-12-03,5.019999980926514
2013-12-04,5.136000156402588
2013-12-05,5.293000221252441
2013-12-06,5.427999973297119
2013-12-07,5.4790000915527335
2013-12-08,5.447000026702881
2013-12-09,5.3470001220703125
2013-12-10,5.269999980926514
2013-12-11,5.1579999923706055
2013-12-12,5.0879998207092285
2013-12-13,5.0339999198913565
2013-12-14,4.995999813079834
2013-12-15,4.977000236511231
2013-12-16,4.936999797821045
2013-12-17,4.912000179290772
2013-12-18,4.912000179290772
2013-12-19,4.914999961853027
2013-12-20,4.9089999198913565
2013-12-21,4.9099998474121085
2013-12-22,4.9079999923706055
2013-12-23,4.9079999923706055
2013-12-24,4.9079999923706055
2013-12-25,4.9070000648498535
2013-12-26,4.9099998474121085
2013-12-27,4.914000034332275
2013-12-28,4.914000034332275
2013-12-29,4.912000179290772
2013-12-30,4.912000179290772
2013-12-31,4.912000179290772
2014-01-01,4.9079999923706055
2014-01-02,4.910999774932861
2014-01-03,4.9099998474121085
2014-01-04,4.9070000648498535
2014-01-05,4.906000137329102
2014-01-06,4.939000129699707
2014-01-07,4.90399980545044
2014-01-08,4.90399980545044
2014-01-09,4.90399980545044
2014-01-10,4.90399980545044
2014-01-11,4.90500020980835
2014-01-12,4.90500020980835
2014-01-13,4.90500020980835
2014-01-14,4.906000137329102
2014-01-15,4.906000137329102
2014-01-16,4.901999950408936
2014-01-17,4.90399980545044
2014-01-18,4.901999950408936
2014-01-19,4.901000022888184
2014-01-20,4.89900016784668
2014-01-21,4.8969998359680185
2014-01-22,4.8969998359680185
2014-01-23,4.8969998359680185
2014-01-24,4.894999980926514
2014-01-25,4.894000053405762
2014-01-26,4.8959999084472665
2014-01-27,4.8959999084472665
2014-01-28,4.894999980926514
2014-01-29,4.8959999084472665
2014-01-30,4.8959999084472665
2014-01-31,4.90399980545044
2014-02-01,5.131999969482422
2014-02-02,4.949999809265137
2014-02-03,4.933000087738037
2014-02-04,4.940000057220459
2014-02-05,4.946000099182129
2014-02-06,4.982999801635742
2014-02-07,4.968999862670898
2014-02-08,4.940999984741211
2014-02-09,4.923999786376953
2014-02-10,4.916999816894531
2014-02-11,4.910999774932861
2014-02-12,4.894999980926514
2014-02-13,4.883999824523926
2014-02-14,4.879000186920166
2014-02-15,4.877999782562256
2014-02-16,4.876999855041504
2014-02-17,4.877999782562256
2014-02-18,4.876999855041504
2014-02-19,4.876999855041504
2014-02-20,4.876999855041504
2014-02-21,4.875999927520752
2014-02-22,4.875999927520752
2014-02-23,4.876999855041504
2014-02-24,4.875
2014-02-25,4.875
2014-02-26,4.90399980545044
2014-02-27,4.875
2014-02-28,4.875
2014-03-01,4.874000072479248
2014-03-02,4.873000144958496
2014-03-03,4.873000144958496
2014-03-04,4.873000144958496
2014-03-05,4.873000144958496
2014-03-06,4.881999969482422
2014-03-07,4.888999938964844
2014-03-08,4.888000011444092
2014-03-09,4.894999980926514
2014-03-10,4.8959999084472665
2014-03-11,4.892000198364258
2014-03-12,4.888999938964844
2014-03-13,4.894999980926514
2014-03-14,4.8969998359680185
2014-03-15,4.8959999084472665
2014-03-16,4.900000095367432
2014-03-17,4.89900016784668
2014-03-18,4.89300012588501
2014-03-19,4.89900016784668
2014-03-20,4.89300012588501
2014-03-21,4.892000198364258
2014-03-22,4.888999938964844
2014-03-23,4.89300012588501
2014-03-24,4.890999794006348
2014-03-25,4.89300012588501
2014-03-26,4.894999980926514
2014-03-27,4.8959999084472665
2014-03-28,4.894000053405762
2014-03-29,4.892000198364258
2014-03-30,4.894999980926514
2014-03-31,4.890999794006348
2014-04-01,4.894000053405762
2014-04-02,4.892000198364258
2014-04-03,4.8969998359680185
2014-04-04,4.894999980926514
2014-04-05,4.89300012588501
2014-04-06,4.89900016784668
2014-04-07,4.901999950408936
2014-04-08,4.912000179290772
2014-04-09,4.953000068664551
2014-04-10,4.958000183105469
2014-04-11,4.968999862670898
2014-04-12,
2014-04-13,
2014-04-14,
2014-04-15,
2014-04-16,
2014-04-17,
2014-04-18,
2014-04-19,
2014-04-20,
2014-04-21,
2014-04-22,
2014-04-23,
2014-04-24,
2014-04-25,
2014-04-26,
2014-04-27,
2014-04-28,
2014-04-29,
2014-04-30,
2014-05-01,
2014-05-02,
2014-05-03,
2014-05-04,
2014-05-05,
2014-05-06,
2014-05-07,5.526000022888184
2014-05-08,
2014-05-09,
2014-05-10,
2014-05-11,
2014-05-12,
2014-05-13,
2014-05-14,
2014-05-15,
2014-05-16,
2014-05-17,
2014-05-18,
2014-05-19,
2014-05-20,
2014-05-21,
2014-05-22,
2014-05-23,
2014-05-24,
2014-05-25,
2014-05-26,
2014-05-27,5.572000026702881
2014-05-28,5.591000080108644
2014-05-29,5.5960001945495605
2014-05-30,5.564000129699707
2014-05-31,5.546000003814697
2014-06-01,5.539999961853027
2014-06-02,5.543000221252441
2014-06-03,5.53000020980835
2014-06-04,5.513999938964844
2014-06-05,5.488999843597412
2014-06-06,5.458000183105469
2014-06-07,5.433000087738037
2014-06-08,5.421999931335449
2014-06-09,5.416999816894531
2014-06-10,5.389999866485597
2014-06-11,5.370999813079834
2014-06-12,5.359000205993652
2014-06-13,5.613999843597412
2014-06-14,5.682000160217285
2014-06-15,5.493000030517578
2014-06-16,5.499000072479248
2014-06-17,5.577000141143799
2014-06-18,5.480999946594238
2014-06-19,5.440999984741211
2014-06-20,5.4070000648498535
2014-06-21,5.376999855041504
2014-06-22,5.355999946594238
2014-06-23,5.3379998207092285
2014-06-24,5.3470001220703125
2014-06-25,5.331999778747559
2014-06-26,5.315999984741211
2014-06-27,5.317999839782715
2014-06-28,5.295000076293945
2014-06-29,5.26800012588501
2014-06-30,5.250999927520752
2014-07-01,5.23199987411499
2014-07-02,5.214000225067139
2014-07-03,5.211999893188477
2014-07-04,5.186999797821045
2014-07-05,5.173999786376953
2014-07-06,5.164999961853027
2014-07-07,5.152999877929688
2014-07-08,5.135000228881836
2014-07-09,5.117000102996826
2014-07-10,5.099999904632568
2014-07-11,5.085999965667725
2014-07-12,5.072000026702881
2014-07-13,5.058000087738037
2014-07-14,5.051000118255615
2014-07-15,5.047999858856201
2014-07-16,5.03000020980835
2014-07-17,5.017000198364258
2014-07-18,5.006999969482422
2014-07-19,5.002999782562256
2014-07-20,5.002999782562256
2014-07-21,4.99399995803833
2014-07-22,4.985000133514403
2014-07-23,5.002999782562256
2014-07-24,5.203000068664551
2014-07-25,5.1479997634887695
2014-07-26,5.071000099182129
2014-07-27,5.0320000648498535
2014-07-28,5.007999897003174
2014-07-29,4.989999771118164
2014-07-30,4.9780001640319815
2014-07-31,4.9670000076293945
2014-08-01,4.958000183105469
2014-08-02,4.953000068664551
2014-08-03,4.949999809265137
2014-08-04,4.943999767303467
2014-08-05,4.938000202178955
2014-08-06,4.931000232696533
2014-08-07,4.926000118255615
2014-08-08,4.921999931335449
2014-08-09,4.918000221252441
2014-08-10,4.914999961853027
2014-08-11,4.927000045776367
2014-08-12,4.923999786376953
2014-08-13,4.923999786376953
2014-08-14,4.928999900817871
2014-08-15,4.958000183105469
2014-08-16,4.948999881744385
2014-08-17,4.940999984741211
2014-08-18,4.934999942779541
2014-08-19,4.926000118255615
2014-08-20,4.920000076293945
2014-08-21,4.927999973297119
2014-08-22,4.9670000076293945
2014-08-23,4.9790000915527335
2014-08-24,4.958000183105469
2014-08-25,4.954999923706055
2014-08-26,4.938000202178955
2014-08-27,4.926000118255615
2014-08-28,4.918000221252441
2014-08-29,4.914000034332275
2014-08-30,4.914999961853027
2014-08-31,4.914999961853027
2014-09-01,4.914000034332275
2014-09-02,4.914999961853027
2014-09-03,4.973999977111816
2014-09-04,4.955999851226807
2014-09-05,4.934000015258789
2014-09-06,4.921000003814697
2014-09-07,4.912000179290772
2014-09-08,4.90500020980835
2014-09-09,4.900000095367432
2014-09-10,4.8959999084472665
2014-09-11,4.894999980926514
2014-09-12,4.894000053405762
2014-09-13,4.89300012588501
2014-09-14,4.890999794006348
2014-09-15,4.88700008392334
2014-09-16,4.883999824523926
2014-09-17,4.882999897003174
2014-09-18,4.888000011444092
2014-09-19,4.8979997634887695
2014-09-20,4.89300012588501
2014-09-21,4.886000156402588
2014-09-22,4.88700008392334
2014-09-23,4.9089999198913565
2014-09-24,4.921999931335449
2014-09-25,4.960000038146973
2014-09-26,4.954999923706055
2014-09-27,4.942999839782715
2014-09-28,4.926000118255615
2014-09-29,4.914999961853027
2014-09-30,4.912000179290772
2014-10-01,4.942999839782715
2014-10-02,4.940000057220459
2014-10-03,4.922999858856201
2014-10-04,4.915999889373778
2014-10-05,4.910999774932861
2014-10-06,4.906000137329102
2014-10-07,4.901999950408936
2014-10-08,4.8969998359680185
2014-10-09,4.892000198364258
2014-10-10,4.889999866485597
2014-10-11,4.888999938964844
2014-10-12,4.894000053405762
2014-10-13,4.8969998359680185
2014-10-14,4.901999950408936
2014-10-15,4.9099998474121085
2014-10-16,4.919000148773193
2014-10-17,4.913000106811523
2014-10-18,4.9070000648498535
2014-10-19,4.901999950408936
2014-10-20,4.901000022888184
2014-10-21,4.9079999923706055
2014-10-22,4.902999877929688
2014-10-23,4.90399980545044
2014-10-24,4.906000137329102
2014-10-25,4.902999877929688
2014-10-26,4.906000137329102
2014-10-27,4.906000137329102
2014-10-28,4.901999950408936
2014-10-29,4.902999877929688
2014-10-30,4.902999877929688
2014-10-31,4.9089999198913565
2014-11-01,4.922999858856201
2014-11-02,4.914999961853027
2014-11-03,4.9070000648498535
2014-11-04,4.912000179290772
2014-11-05,4.914000034332275
2014-11-06,4.912000179290772
2014-11-07,4.915999889373778
2014-11-08,4.9070000648498535
2014-11-09,4.906000137329102
2014-11-10,4.89900016784668
2014-11-11,4.8540000915527335
2014-11-12,4.775000095367432
2014-11-13,4.775000095367432
2014-11-14,4.852000236511231
2014-11-15,4.836999893188477
2014-11-16,4.8959999084472665
2014-11-17,4.901999950408936
2014-11-18,4.945000171661377
2014-11-19,4.991000175476074
2014-11-20,5.0219998359680185
2014-11-21,5.027999877929688
2014-11-22,5.0229997634887695
2014-11-23,4.993000030517578
2014-11-24,4.921000003814697
2014-11-25,4.876999855041504
2014-11-26,4.888999938964844
2014-11-27,4.880000114440918
2014-11-28,4.900000095367432
